strategy,func,dim,algo,mean_fopt,std_fopt,min_fopt,max_fopt,mean_time,n
best1bin,Rosenbrock,5000,DEoptim,703836218.4663241,2028375.7589837434,702401940.2123523,705270496.7202959,46144.07750072202,2
best1bin,Rosenbrock,5000,GA,863871393.4097354,12846378.850732395,854787631.8106911,872955155.0087798,7.41346635716036,2
best1bin,Rosenbrock,5000,GenSA,4049887419.0,0.0,4049887419.0,4049887419.0,2608.9504985865206,2
best1bin,Rosenbrock,5000,PSO,2607259441.5,28607564.003354296,2587030839.0,2627488044.0,3.6450613324996084,2
best1bin,Rosenbrock,5000,SA,2720911801.5,9737210.394795448,2714026554.0,2727797049.0,388.42147095501423,2
best1bin,Rosenbrock,5000,SMCO,1953961917.8469486,3915142.6489223037,1951193493.930583,1956730341.7633142,9829.821290741442,2
best1bin,Rosenbrock,5000,SMCO_BR,1318276891.8457017,3002866.7691948023,1316153544.3902044,1320400239.3011992,10422.333740763017,2
best1bin,Rosenbrock,5000,SMCO_BR_EVO,1530155403.464967,11606936.460791076,1521948059.9847403,1538362746.9451938,10464.712782742106,2
best1bin,Rosenbrock,5000,SMCO_EVO,2043895340.43962,63651980.00870523,1998886593.739514,2088904087.1397262,10369.26863178506,2
best1bin,Rosenbrock,5000,SMCO_R,1699574361.5793362,3749109.166294941,1696923341.0644403,1702225382.0942318,10817.751378229936,2
best1bin,Rosenbrock,5000,SMCO_R_EVO,1768504356.366383,6898095.544312119,1763626666.2297273,1773382046.503039,10505.668663181947,2
current-to-best1bin,Ackley,1000,DEoptim,21.402380589659607,0.009779648184995486,21.38826092810233,21.412692405018877,2380.426944022626,5
current-to-best1bin,Ackley,1000,GA,21.469110045827815,0.01047325008091374,21.455669720200703,21.482104625167935,2.7069980532396585,5
